timestamp,metric_name,value,environment,test_run,sample_id
2025-12-03T14:30:45.428Z,page_load_payment_info,3701,legacy,1,9
2025-12-03T14:37:38.279Z,page_load_payment_details,4943,legacy,1,9
2025-12-03T14:38:49.082Z,api_submit_contact,452,modern,1,8
2025-12-03T14:51:52.139Z,page_load_payment_info,1781,modern,1,8
2025-12-03T14:56:18.869Z,page_load_payment_details,3831,legacy,1,10
2025-12-03T15:08:40.896Z,page_load_contact_info,1510,modern,1,8
2025-12-03T15:12:11.839Z,page_load_contact_info,2092,modern,1,10
2025-12-03T15:16:51.588Z,page_load_payment_details,2202,modern,1,9
2025-12-03T15:17:34.178Z,api_customer_balance,178,modern,1,10
2025-12-03T15:21:14.329Z,complete_payment_workflow,3272,modern,1,8
2025-12-03T15:27:29.023Z,page_load_payment_details,3036,legacy,1,8
2025-12-03T15:38:37.886Z,payment_processor_pcipal,1611,modern,1,8
2025-12-03T15:41:50.357Z,complete_payment_workflow,5366,legacy,1,10
2025-12-03T15:56:05.051Z,page_load_confirmation,3101,legacy,1,10
2025-12-03T15:58:43.428Z,payment_processor_chase,1846,modern,1,9
2025-12-03T16:03:54.561Z,page_load_payment_info,2648,legacy,1,10
2025-12-03T16:08:19.942Z,api_submit_payment_info,418,modern,1,9
2025-12-03T16:28:03.081Z,complete_payment_workflow,4067,modern,1,9
2025-12-04T09:06:50.191Z,api_customer_balance,2639,legacy,2,14
2025-12-04T09:20:05.914Z,api_customer_balance,112,modern,2,13
2025-12-04T09:20:50.224Z,page_load_contact_info,1749,modern,2,13
2025-12-04T09:25:20.989Z,page_load_contact_info,5060,legacy,2,13
2025-12-04T09:25:32.921Z,api_submit_payment_info,443,modern,2,12
2025-12-04T09:32:51.808Z,page_load_confirmation,3090,legacy,2,13
2025-12-04T09:38:28.210Z,page_load_payment_details,3752,legacy,2,13
2025-12-04T09:53:08.635Z,payment_processor_chase,2271,modern,2,11
2025-12-04T09:55:50.681Z,page_load_payment_info,1578,modern,2,12
2025-12-04T09:59:53.117Z,complete_payment_workflow,3716,modern,2,12
2025-12-04T10:16:46.126Z,page_load_payment_info,2888,legacy,2,11
2025-12-04T10:18:04.229Z,complete_payment_workflow,5444,legacy,2,13
2025-12-04T10:43:41.224Z,api_submit_payment_info,291,modern,2,14
2025-12-04T10:46:45.945Z,api_customer_balance,167,modern,2,11
2025-12-04T10:57:02.785Z,page_load_payment_details,2143,modern,2,12
2025-12-04T10:57:15.490Z,complete_payment_workflow,8997,legacy,2,14
2025-12-04T11:11:38.446Z,page_load_confirmation,1196,modern,2,11
2025-12-04T11:15:26.371Z,payment_processor_pcipal,1575,modern,2,11
2025-12-04T11:17:59.918Z,api_session_extend,103,modern,2,12
2025-12-04T11:37:21.745Z,api_submit_contact,305,modern,2,13
2025-12-04T12:06:53.078Z,api_customer_balance,2018,legacy,2,12
2025-12-04T12:14:35.272Z,complete_payment_workflow,2629,modern,2,14
2025-12-04T12:15:33.235Z,payment_processor_pcipal,1351,modern,2,12
2025-12-04T12:20:07.507Z,api_submit_contact,394,modern,2,12
2025-12-04T12:21:13.612Z,api_submit_contact,195,modern,2,11
2025-12-04T12:26:53.224Z,api_customer_balance,2118,legacy,2,11
2025-12-04T12:29:25.389Z,page_load_confirmation,1518,modern,2,13
2025-12-04T12:29:50.084Z,page_load_payment_info,3187,legacy,2,13
2025-12-04T12:33:37.425Z,complete_payment_workflow,3454,modern,2,11
2025-12-04T12:37:39.257Z,page_load_contact_info,2470,modern,2,11
2025-12-04T12:41:00.684Z,page_load_payment_details,2335,modern,2,11
2025-12-04T12:43:24.879Z,complete_payment_workflow,5603,legacy,2,11
2025-12-04T12:57:31.985Z,api_submit_payment_info,405,modern,2,11
2025-12-04T12:58:15.697Z,payment_processor_pcipal,2372,modern,2,13
2025-12-04T12:59:33.368Z,api_session_extend,62,modern,2,13
2025-12-04T13:07:49.696Z,page_load_payment_details,1743,modern,2,13
2025-12-04T13:08:22.516Z,page_load_confirmation,3077,legacy,2,11
2025-12-04T13:09:04.026Z,page_load_contact_info,1903,modern,2,14
2025-12-04T13:10:09.041Z,payment_processor_chase,2263,modern,2,13
2025-12-04T13:10:14.772Z,api_customer_balance,2687,legacy,2,13
2025-12-04T13:10:56.229Z,complete_payment_workflow,6850,legacy,2,12
2025-12-04T13:12:22.517Z,health_check,35,modern,2,12
2025-12-04T13:16:59.738Z,api_customer_balance,195,modern,2,12
2025-12-04T13:23:41.619Z,page_load_payment_info,4399,legacy,2,12
2025-12-04T13:27:28.353Z,payment_processor_chase,2218,modern,2,14
2025-12-04T13:29:20.531Z,api_session_extend,48,modern,2,11
2025-12-04T13:37:07.157Z,page_load_payment_info,1335,modern,2,13
2025-12-04T13:51:01.026Z,page_load_payment_info,1253,modern,2,14
2025-12-04T13:59:53.011Z,page_load_contact_info,2252,modern,2,12
2025-12-04T14:07:37.396Z,api_session_extend,131,modern,2,14
2025-12-04T14:26:59.738Z,api_submit_contact,402,modern,2,14
2025-12-04T14:35:43.358Z,page_load_payment_details,3797,legacy,2,11
2025-12-04T14:37:29.980Z,health_check,56,modern,2,14
2025-12-04T15:03:26.932Z,health_check,40,modern,2,11
2025-12-04T15:08:53.176Z,page_load_payment_details,2014,modern,2,14
2025-12-04T15:10:48.409Z,page_load_payment_info,3144,legacy,2,14
2025-12-04T15:11:16.196Z,health_check,46,modern,2,13
2025-12-04T15:20:12.280Z,api_customer_balance,178,modern,2,14
2025-12-04T15:22:16.626Z,page_load_confirmation,967,modern,2,12
2025-12-04T15:23:30.345Z,page_load_contact_info,3987,legacy,2,14
2025-12-04T15:37:44.939Z,page_load_contact_info,4323,legacy,2,11
2025-12-04T15:43:59.656Z,page_load_contact_info,3001,legacy,2,12
2025-12-04T15:46:54.578Z,api_submit_payment_info,357,modern,2,13
2025-12-04T15:54:53.038Z,page_load_payment_details,4077,legacy,2,14
2025-12-04T15:55:31.056Z,complete_payment_workflow,3040,modern,2,13
2025-12-04T16:06:53.891Z,payment_processor_chase,2148,modern,2,12
2025-12-04T16:19:39.823Z,payment_processor_pcipal,1459,modern,2,14
2025-12-04T16:34:06.324Z,page_load_payment_info,1605,modern,2,11
2025-12-04T16:38:11.046Z,page_load_payment_details,3749,legacy,2,12
2025-12-04T16:42:12.334Z,page_load_confirmation,1607,modern,2,14
2025-12-04T16:45:10.843Z,page_load_confirmation,2438,legacy,2,12
2025-12-04T16:57:18.241Z,page_load_confirmation,3704,legacy,2,14
2025-12-05T09:13:02.067Z,page_load_payment_details,2117,modern,2,15
2025-12-05T09:15:25.410Z,payment_processor_pcipal,1643,modern,2,15
2025-12-05T09:21:24.664Z,page_load_confirmation,1584,modern,2,16
2025-12-05T09:25:36.675Z,page_load_payment_info,4746,legacy,2,16
2025-12-05T09:26:04.438Z,page_load_payment_info,4607,legacy,2,17
2025-12-05T09:29:47.231Z,complete_payment_workflow,4952,legacy,2,16
2025-12-05T09:35:21.576Z,complete_payment_workflow,4915,legacy,2,17
2025-12-05T09:48:46.368Z,complete_payment_workflow,3802,modern,2,16
2025-12-05T09:57:04.298Z,complete_payment_workflow,6973,legacy,2,15
2025-12-05T10:06:29.796Z,page_load_confirmation,3192,legacy,2,15
2025-12-05T10:12:56.487Z,api_submit_payment_info,552,modern,2,15
2025-12-05T10:16:03.407Z,api_submit_contact,285,modern,2,15
2025-12-05T10:45:17.489Z,page_load_contact_info,1831,modern,2,16
2025-12-05T11:16:19.768Z,payment_processor_chase,1677,modern,2,17
2025-12-05T11:27:34.013Z,page_load_payment_info,1636,modern,2,16
2025-12-05T11:51:29.925Z,page_load_contact_info,3537,legacy,2,15
2025-12-05T12:15:15.559Z,page_load_payment_info,1722,modern,2,17
2025-12-05T12:19:10.592Z,payment_processor_pcipal,2296,modern,2,17
2025-12-05T12:20:54.593Z,health_check,39,modern,2,17
2025-12-05T12:27:54.879Z,api_session_extend,113,modern,2,16
2025-12-05T12:37:52.217Z,page_load_payment_details,2149,modern,2,17
2025-12-05T12:42:03.462Z,page_load_payment_details,4610,legacy,2,16
2025-12-05T12:49:37.695Z,page_load_payment_info,3059,legacy,2,15
2025-12-05T13:06:13.039Z,api_session_extend,79,modern,2,17
2025-12-05T13:11:13.799Z,api_customer_balance,170,modern,2,17
2025-12-05T13:11:46.795Z,api_customer_balance,173,modern,2,15
2025-12-05T13:21:35.214Z,page_load_payment_details,4377,legacy,2,15
2025-12-05T13:22:44.457Z,api_customer_balance,96,modern,2,16
2025-12-05T13:23:35.815Z,api_submit_payment_info,385,modern,2,16
2025-12-05T13:30:39.022Z,page_load_confirmation,3381,legacy,2,17
2025-12-05T13:46:30.440Z,payment_processor_pcipal,1783,modern,2,16
2025-12-05T13:47:32.970Z,api_customer_balance,3662,legacy,2,15
2025-12-05T13:50:15.003Z,api_session_extend,105,modern,2,15
2025-12-05T14:07:37.648Z,page_load_contact_info,1712,modern,2,17
2025-12-05T14:10:15.779Z,api_customer_balance,2132,legacy,2,16
2025-12-05T14:12:20.923Z,health_check,34,modern,2,16
2025-12-05T14:26:47.314Z,api_submit_payment_info,439,modern,2,17
2025-12-05T14:32:34.283Z,page_load_confirmation,2279,legacy,2,16
2025-12-05T14:41:47.851Z,payment_processor_chase,2400,modern,2,15
2025-12-05T14:44:14.456Z,api_customer_balance,2642,legacy,2,17
2025-12-05T14:46:49.304Z,payment_processor_chase,2223,modern,2,16
2025-12-05T14:56:51.197Z,complete_payment_workflow,4171,modern,2,17
2025-12-05T15:16:53.959Z,api_submit_contact,200,modern,2,17
2025-12-05T15:17:23.595Z,api_submit_contact,375,modern,2,16
2025-12-05T15:28:37.350Z,page_load_confirmation,1419,modern,2,17
2025-12-05T15:37:58.269Z,page_load_payment_info,1345,modern,2,15
2025-12-05T15:56:34.683Z,page_load_contact_info,4377,legacy,2,16
2025-12-05T15:59:09.808Z,page_load_contact_info,3531,legacy,2,17
2025-12-05T16:00:41.119Z,health_check,29,modern,2,15
2025-12-05T16:02:02.740Z,page_load_contact_info,1819,modern,2,15
2025-12-05T16:02:18.145Z,page_load_confirmation,1712,modern,2,15
2025-12-05T16:13:18.102Z,page_load_payment_details,5392,legacy,2,17
2025-12-05T16:16:40.560Z,page_load_payment_details,1816,modern,2,16
2025-12-05T16:51:51.314Z,complete_payment_workflow,3671,modern,2,15
2025-12-06T09:01:16.196Z,payment_processor_pcipal,2639,modern,2,19
2025-12-06T09:01:57.816Z,page_load_payment_info,4131,legacy,2,18
2025-12-06T09:03:02.557Z,api_customer_balance,185,modern,2,19
2025-12-06T09:17:24.250Z,complete_payment_workflow,4238,modern,2,18
2025-12-06T09:18:53.697Z,complete_payment_workflow,3897,modern,2,19
2025-12-06T09:23:38.673Z,page_load_payment_details,6465,legacy,2,20
2025-12-06T10:04:59.207Z,page_load_payment_info,2329,modern,2,20
2025-12-06T10:06:27.795Z,api_session_extend,82,modern,2,18
2025-12-06T10:06:33.548Z,api_submit_payment_info,463,modern,2,18
2025-12-06T10:25:28.464Z,api_session_extend,76,modern,2,20
2025-12-06T10:28:04.500Z,page_load_contact_info,4232,legacy,2,19
2025-12-06T10:36:01.975Z,health_check,31,modern,2,20
2025-12-06T11:05:37.532Z,api_customer_balance,185,modern,2,18
2025-12-06T11:11:36.893Z,page_load_contact_info,2161,modern,2,19
2025-12-06T11:11:42.334Z,page_load_payment_details,6607,legacy,2,18
2025-12-06T11:25:40.254Z,page_load_confirmation,1562,modern,2,20
2025-12-06T11:33:38.489Z,page_load_confirmation,1626,modern,2,19
2025-12-06T11:35:47.982Z,page_load_payment_info,1628,modern,2,18
2025-12-06T11:43:57.608Z,api_submit_contact,256,modern,2,20
2025-12-06T11:53:17.599Z,api_session_extend,70,modern,2,19
2025-12-06T12:05:11.744Z,complete_payment_workflow,8768,legacy,2,20
2025-12-06T12:17:25.735Z,page_load_payment_info,4767,legacy,2,20
2025-12-06T12:19:40.604Z,page_load_confirmation,3216,legacy,2,20
2025-12-06T12:29:53.089Z,api_customer_balance,2717,legacy,2,18
2025-12-06T12:49:54.572Z,page_load_confirmation,3879,legacy,2,18
2025-12-06T12:53:34.115Z,api_customer_balance,2159,legacy,2,19
2025-12-06T12:56:22.551Z,complete_payment_workflow,2878,modern,2,20
2025-12-06T13:00:28.351Z,page_load_contact_info,1729,modern,2,20
2025-12-06T14:02:27.309Z,api_submit_payment_info,367,modern,2,20
2025-12-06T14:20:06.994Z,payment_processor_chase,2254,modern,2,19
2025-12-06T14:23:32.355Z,payment_processor_chase,2076,modern,2,18
2025-12-06T14:25:10.687Z,complete_payment_workflow,5472,legacy,2,18
2025-12-06T14:49:11.176Z,page_load_contact_info,4921,legacy,2,18
2025-12-06T15:00:10.180Z,page_load_contact_info,1745,modern,2,18
2025-12-06T15:02:23.638Z,page_load_payment_details,2081,modern,2,20
2025-12-06T15:03:56.920Z,page_load_confirmation,1679,modern,2,18
2025-12-06T15:14:04.142Z,payment_processor_chase,2689,modern,2,20
2025-12-06T15:41:50.598Z,page_load_payment_details,4914,legacy,2,19
2025-12-06T15:47:32.371Z,payment_processor_pcipal,1652,modern,2,18
2025-12-06T15:48:05.367Z,complete_payment_workflow,7308,legacy,2,19
2025-12-06T15:52:01.349Z,api_customer_balance,140,modern,2,20
2025-12-06T16:03:11.669Z,health_check,27,modern,2,18
2025-12-06T16:05:15.040Z,page_load_payment_info,1379,modern,2,19
2025-12-06T16:12:30.508Z,api_submit_payment_info,479,modern,2,19
2025-12-06T16:17:49.926Z,health_check,45,modern,2,19
2025-12-06T16:32:47.383Z,api_customer_balance,2258,legacy,2,20
2025-12-06T16:37:19.523Z,page_load_contact_info,3918,legacy,2,20
2025-12-06T16:44:24.660Z,page_load_payment_details,1519,modern,2,19
2025-12-06T16:51:36.973Z,payment_processor_pcipal,2374,modern,2,20
2025-12-06T16:52:33.842Z,api_submit_contact,339,modern,2,18
2025-12-06T16:52:34.759Z,api_submit_contact,247,modern,2,19
2025-12-06T16:52:52.902Z,page_load_payment_info,3629,legacy,2,19
2025-12-06T16:56:35.936Z,page_load_payment_details,1963,modern,2,18
2025-12-06T16:58:49.218Z,page_load_confirmation,2426,legacy,2,19
2025-12-07T09:06:35.579Z,complete_payment_workflow,4822,legacy,3,22
2025-12-07T09:08:03.977Z,api_customer_balance,2644,legacy,3,24
2025-12-07T09:15:17.333Z,complete_payment_workflow,7031,legacy,3,21
2025-12-07T09:21:06.969Z,page_load_confirmation,1285,modern,3,21
2025-12-07T09:25:47.608Z,page_load_confirmation,3871,legacy,3,21
2025-12-07T09:49:29.631Z,payment_processor_pcipal,2033,modern,3,24
2025-12-07T09:53:35.197Z,page_load_contact_info,3151,legacy,3,23
2025-12-07T09:57:36.956Z,payment_processor_pcipal,2318,modern,3,21
2025-12-07T09:57:53.639Z,page_load_payment_info,3945,legacy,3,22
2025-12-07T09:59:36.962Z,health_check,52,modern,3,24
2025-12-07T10:05:48.487Z,page_load_payment_details,3945,legacy,3,22
2025-12-07T10:09:52.101Z,api_customer_balance,205,modern,3,23
2025-12-07T10:11:25.412Z,payment_processor_pcipal,2045,modern,3,22
2025-12-07T10:13:47.990Z,api_submit_contact,229,modern,3,24
2025-12-07T10:18:52.998Z,api_submit_payment_info,547,modern,3,21
2025-12-07T10:25:28.553Z,page_load_contact_info,1381,modern,3,21
2025-12-07T10:30:27.105Z,api_customer_balance,2588,legacy,3,23
2025-12-07T10:32:46.904Z,page_load_payment_details,6633,legacy,3,23
2025-12-07T10:35:36.360Z,payment_processor_chase,1432,modern,3,21
2025-12-07T10:52:05.981Z,page_load_payment_info,1423,modern,3,21
2025-12-07T10:59:03.661Z,api_customer_balance,114,modern,3,21
2025-12-07T11:03:20.540Z,complete_payment_workflow,3208,modern,3,22
2025-12-07T11:06:00.913Z,page_load_contact_info,5495,legacy,3,21
2025-12-07T11:12:02.458Z,payment_processor_chase,2185,modern,3,22
2025-12-07T11:12:28.828Z,api_customer_balance,1986,legacy,3,22
2025-12-07T11:18:43.115Z,page_load_payment_info,3930,legacy,3,23
2025-12-07T11:28:01.009Z,page_load_contact_info,4715,legacy,3,24
2025-12-07T11:28:09.086Z,complete_payment_workflow,3234,modern,3,24
2025-12-07T11:34:37.954Z,page_load_payment_info,1554,modern,3,24
